Fairness,dimensions,epochs,layers,learning_rate,model,parity,equality,Accuracy
False,64,50,2,0.01,GCN,0.009345829486846924,0.012048184871673584,0.7407407407407407
False,64,50,2,0.01,FairMP_GCN,0.0067566633224487305,0.004347801208496094,0.7407407407407407
False,64,50,2,0.1,GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,2,0.1,FairMP_GCN,0.07476639747619629,0.06024092435836792,0.7530864197530864
False,64,50,4,0.001,GCN,0.0067566633224487305,0.004347801208496094,0.7283950617283951
False,64,50,4,0.001,FairMP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.01,GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.01,FairMP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.1,GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,50,4,0.1,FairMP_GCN,0.1962617039680481,0.1807228922843933,0.7530864197530864
False,64,100,2,0.001,GCN,0.0015786290168762207,0.008695662021636963,0.7283950617283951
False,64,100,2,0.001,FairMP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,100,2,0.01,GCN,0.010135054588317871,0.004347801208496094,0.7407407407407407
False,64,100,2,0.01,FairMP_GCN,0.09345799684524536,0.08433729410171509,0.7530864197530864
False,64,100,2,0.1,GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,100,2,0.1,FairMP_GCN,0.07656610012054443,0.04384493827819824,0.7530864197530864
False,64,100,4,0.001,GCN,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,64,100,4,0.001,FairMP_GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,100,4,0.01,GCN,0.010135054588317871,0.008695662021636963,0.7160493827160493
False,64,100,4,0.01,FairMP_GCN,0.35514020919799805,0.36144572496414185,0.7160493827160493
False,64,100,4,0.1,GCN,0.004167675971984863,0.00770038366317749,0.7407407407407407
False,64,100,4,0.1,FairMP_GCN,0.020491302013397217,0.003352522850036621,0.7407407407407407
False,64,200,2,0.001,GCN,0.0015786290168762207,0.003352522850036621,0.7283950617283951
False,64,200,2,0.001,FairMP_GCN,0.005178093910217285,0.00770038366317749,0.7283950617283951
False,64,200,2,0.01,GCN,0.023080408573150635,0.015400707721710205,0.7283950617283951
False,64,200,2,0.01,FairMP_GCN,0.3849772810935974,0.3932425379753113,0.691358024691358
False,64,200,2,0.1,GCN,5.960464477539063e-08,0.0,0.7407407407407407
False,64,200,2,0.1,FairMP_GCN,0.0023679733276367188,0.00770038366317749,0.7530864197530864
False,64,200,4,0.001,GCN,0.010135054588317871,0.008695662021636963,0.7160493827160493
